ticker,company_name,industry,industry_zh,broad_industry,broad_industry_zh,year,is_financial_sector,revenue,cogs,gross_profit,operating_income,net_income,interest_expense,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,cash_and_equivalents,accounts_receivable,inventory,retained_earnings,market_value_equity,operating_cash_flow,credit_exposure,credit_limit,internal_rating,utilisation_rate,revenue_yoy,profit_yoy,debt_yoy,cash_yoy,profit_margin,rolling_3y_revenue_growth,rolling_std_profit,zscore_revenue,zscore_profit,current_ratio,risk_score,altman_z_prime,debt_ratio,risk_band,interest_coverage,roe,roa,is_revenue_drop,is_profit_negative,is_debt_spike,is_cash_low,is_ratio_abnormal,flag_count,anomaly_score,combined_score,final_risk_level,recommended_action,summary_text,quick_ratio,gross_margin,operating_margin,ar_days,inventory_days,roe_3y_chg,signal,value,z_score,is_anomaly,direction,signal_zh,suggested_action,review_priority,action_reason,report_path,report_url
2308,台達電,electronics_components,電子零組件,manufacturing,製造業,2020,False,282.0,204.84,77.16,27.29,23.7,0.78,339.35,166.93,172.42,157.4,89.63,45.82,72.46,37.28,114.15,299.45,29.64,33.6,47.6,2.6,0.706,,,,,0.0840425531914893,,,-0.5965453074958108,-0.587365591408728,1.7561084458328686,29.5,1.9411127250198552,0.4919110063356416,關注,34.98717948717948,0.1374550516181417,0.069839398850744,False,False,False,False,False,0,0.0,17.7,low,approve,台達電 綜合風險評級 LOW（評分 18），觸發 0 項異常規則，建議行動：approve。,1.3401762802633048,0.2736170212765957,0.09677304964539,93.7868794326241,66.42843194688538,,,,,,,,Maintain Credit Line / Annual Review,低 (Low),"財務指標穩健,維持現行授信額度,按年度例行覆審。 主要驅動因子:Altman Z' = 1.94(灰色地帶)。",reports/2308_2020_credit_review.md,https://github.com/JoeyTaipei/Credit_review_analytics/blob/main/reports/2308_2020_credit_review.md
2308,台達電,electronics_components,電子零組件,manufacturing,製造業,2021,False,316.1,226.38,89.72,30.14,26.58,0.861,351.98,139.66,212.32,135.08,79.39,29.79,68.12,40.94,152.55,432.96,46.5,32.2,48.5,2.3,0.664,0.1209219858156029,0.1215189873417721,-0.1633618882166178,-0.3498472282845919,0.0840873141410945,,,-0.6281017903554243,-0.574975414580964,1.7014737372465047,17.3,2.281366399206235,0.3967839081766009,低風險,35.005807200929155,0.1381712325206633,0.0768952598614265,False,False,False,False,False,0,0.015,11.0,low,approve,台達電 綜合風險評級 LOW（評分 11），觸發 0 項異常規則，建議行動：approve。,1.1857916614183148,0.2838342296741537,0.095349572919962,78.65801961404618,66.00892304973938,,ocf_change,0.568825910931174,9.520870442309269,True,上偏,營運現金流變動,Maintain Credit Line / Annual Review,低 (Low),"財務指標穩健,維持現行授信額度,按年度例行覆審。 主要驅動因子:Altman Z' = 2.28(灰色地帶)。",reports/2308_2021_credit_review.md,https://github.com/JoeyTaipei/Credit_review_analytics/blob/main/reports/2308_2021_credit_review.md
2308,台達電,electronics_components,電子零組件,manufacturing,製造業,2021,False,316.1,226.38,89.72,30.14,26.58,0.861,351.98,139.66,212.32,135.08,79.39,29.79,68.12,40.94,152.55,432.96,46.5,32.2,48.5,2.3,0.664,0.1209219858156029,0.1215189873417721,-0.1633618882166178,-0.3498472282845919,0.0840873141410945,,,-0.6281017903554243,-0.574975414580964,1.7014737372465047,17.3,2.281366399206235,0.3967839081766009,低風險,35.005807200929155,0.1381712325206633,0.0768952598614265,False,False,False,False,False,0,0.015,11.0,low,approve,台達電 綜合風險評級 LOW（評分 11），觸發 0 項異常規則，建議行動：approve。,1.1857916614183148,0.2838342296741537,0.095349572919962,78.65801961404618,66.00892304973938,,revenue_yoy,0.1209219858156029,1.7054647490566273,False,上偏,營收年增率,Maintain Credit Line / Annual Review,低 (Low),"財務指標穩健,維持現行授信額度,按年度例行覆審。 主要驅動因子:Altman Z' = 2.28(灰色地帶)。",reports/2308_2021_credit_review.md,https://github.com/JoeyTaipei/Credit_review_analytics/blob/main/reports/2308_2021_credit_review.md
2308,台達電,electronics_components,電子零組件,manufacturing,製造業,2021,False,316.1,226.38,89.72,30.14,26.58,0.861,351.98,139.66,212.32,135.08,79.39,29.79,68.12,40.94,152.55,432.96,46.5,32.2,48.5,2.3,0.664,0.1209219858156029,0.1215189873417721,-0.1633618882166178,-0.3498472282845919,0.0840873141410945,,,-0.6281017903554243,-0.574975414580964,1.7014737372465047,17.3,2.281366399206235,0.3967839081766009,低風險,35.005807200929155,0.1381712325206633,0.0768952598614265,False,False,False,False,False,0,0.015,11.0,low,approve,台達電 綜合風險評級 LOW（評分 11），觸發 0 項異常規則，建議行動：approve。,1.1857916614183148,0.2838342296741537,0.095349572919962,78.65801961404618,66.00892304973938,,liabilities_yoy,-0.1633618882166178,-1.4659728039978686,False,下偏,負債年增率,Maintain Credit Line / Annual Review,低 (Low),"財務指標穩健,維持現行授信額度,按年度例行覆審。 主要驅動因子:Altman Z' = 2.28(灰色地帶)。",reports/2308_2021_credit_review.md,https://github.com/JoeyTaipei/Credit_review_analytics/blob/main/reports/2308_2021_credit_review.md
2308,台達電,electronics_components,電子零組件,manufacturing,製造業,2022,False,328.08,235.09,92.99,29.64,27.97,0.847,379.81,195.08,184.73,179.36,109.57,62.87,70.48,45.69,129.8,351.68,44.19,36.8,50.2,2.5,0.733,0.0378993989243909,0.0522949586155003,0.3968208506372621,1.1104397448808323,0.0852535966837356,0.0786121894912688,2.177896538711912,-0.6543031927048246,-0.5665266506771377,1.6369444190928175,24.9,1.9234674725964689,0.5136252336694663,低風險,34.994096812278634,0.1408890567938547,0.0764426953087634,False,False,True,False,False,1,0.065,17.5,low,approve,台達電 綜合風險評級 LOW（評分 18），觸發 1 項異常規則，建議行動：approve。,1.2199507164369812,0.2834369665935137,0.0903438185808339,78.41136308217509,70.9381513462929,0.0034340051757129,liabilities_yoy,0.3968208506372621,3.1973641493447538,True,上偏,負債年增率,Maintain Credit Line / Annual Review,低 (Low),"財務指標穩健,維持現行授信額度,按年度例行覆審。 主要驅動因子:Altman Z' = 1.92(灰色地帶)。",reports/2308_2022_credit_review.md,https://github.com/JoeyTaipei/Credit_review_analytics/blob/main/reports/2308_2022_credit_review.md
2308,台達電,electronics_components,電子零組件,manufacturing,製造業,2022,False,328.08,235.09,92.99,29.64,27.97,0.847,379.81,195.08,184.73,179.36,109.57,62.87,70.48,45.69,129.8,351.68,44.19,36.8,50.2,2.5,0.733,0.0378993989243909,0.0522949586155003,0.3968208506372621,1.1104397448808323,0.0852535966837356,0.0786121894912688,2.177896538711912,-0.6543031927048246,-0.5665266506771377,1.6369444190928175,24.9,1.9234674725964689,0.5136252336694663,低風險,34.994096812278634,0.1408890567938547,0.0764426953087634,False,False,True,False,False,1,0.065,17.5,low,approve,台達電 綜合風險評級 LOW（評分 18），觸發 1 項異常規則，建議行動：approve。,1.2199507164369812,0.2834369665935137,0.0903438185808339,78.41136308217509,70.9381513462929,0.0034340051757129,ocf_change,-0.0496774193548387,-1.1170856401593374,False,下偏,營運現金流變動,Maintain Credit Line / Annual Review,低 (Low),"財務指標穩健,維持現行授信額度,按年度例行覆審。 主要驅動因子:Altman Z' = 1.92(灰色地帶)。",reports/2308_2022_credit_review.md,https://github.com/JoeyTaipei/Credit_review_analytics/blob/main/reports/2308_2022_credit_review.md
2308,台達電,electronics_components,電子零組件,manufacturing,製造業,2022,False,328.08,235.09,92.99,29.64,27.97,0.847,379.81,195.08,184.73,179.36,109.57,62.87,70.48,45.69,129.8,351.68,44.19,36.8,50.2,2.5,0.733,0.0378993989243909,0.0522949586155003,0.3968208506372621,1.1104397448808323,0.0852535966837356,0.0786121894912688,2.177896538711912,-0.6543031927048246,-0.5665266506771377,1.6369444190928175,24.9,1.9234674725964689,0.5136252336694663,低風險,34.994096812278634,0.1408890567938547,0.0764426953087634,False,False,True,False,False,1,0.065,17.5,low,approve,台達電 綜合風險評級 LOW（評分 18），觸發 1 項異常規則，建議行動：approve。,1.2199507164369812,0.2834369665935137,0.0903438185808339,78.41136308217509,70.9381513462929,0.0034340051757129,revenue_yoy,0.0378993989243909,-0.1966039368910627,False,下偏,營收年增率,Maintain Credit Line / Annual Review,低 (Low),"財務指標穩健,維持現行授信額度,按年度例行覆審。 主要驅動因子:Altman Z' = 1.92(灰色地帶)。",reports/2308_2022_credit_review.md,https://github.com/JoeyTaipei/Credit_review_analytics/blob/main/reports/2308_2022_credit_review.md
2308,台達電,electronics_components,電子零組件,manufacturing,製造業,2023,False,311.68,220.62,91.06,31.69,26.13,0.906,369.37,172.49,196.89,147.08,89.62,50.45,64.01,42.3,135.86,418.27,48.24,34.9,51.8,2.2,0.673,-0.0499878078517433,-0.0657847693957811,-0.1157986467090425,-0.1975505010338794,0.0838359856262833,-0.0070160710255585,0.959183680706322,-0.7167594989747988,-0.5460789332520011,1.6411515286766347,21.4,2.0111816663252458,0.4669843246609091,低風險,34.977924944812365,0.1369425082542843,0.0697562668517579,False,False,False,False,False,0,0.0,12.8,low,approve,台達電 綜合風險評級 LOW（評分 13），觸發 0 項異常規則，建議行動：approve。,1.1691586699397456,0.2921586242299794,0.1016747946611909,74.96037602669405,69.98232254555343,-0.0012287242663789,revenue_yoy,-0.0499878078517433,-3.86767860765168,True,下偏,營收年增率,Maintain Credit Line / Annual Review,低 (Low),"財務指標穩健,維持現行授信額度,按年度例行覆審。 主要驅動因子:Altman Z' = 2.01(灰色地帶)。",reports/2308_2023_credit_review.md,https://github.com/JoeyTaipei/Credit_review_analytics/blob/main/reports/2308_2023_credit_review.md
2308,台達電,electronics_components,電子零組件,manufacturing,製造業,2023,False,311.68,220.62,91.06,31.69,26.13,0.906,369.37,172.49,196.89,147.08,89.62,50.45,64.01,42.3,135.86,418.27,48.24,34.9,51.8,2.2,0.673,-0.0499878078517433,-0.0657847693957811,-0.1157986467090425,-0.1975505010338794,0.0838359856262833,-0.0070160710255585,0.959183680706322,-0.7167594989747988,-0.5460789332520011,1.6411515286766347,21.4,2.0111816663252458,0.4669843246609091,低風險,34.977924944812365,0.1369425082542843,0.0697562668517579,False,False,False,False,False,0,0.0,12.8,low,approve,台達電 綜合風險評級 LOW（評分 13），觸發 0 項異常規則，建議行動：approve。,1.1691586699397456,0.2921586242299794,0.1016747946611909,74.96037602669405,69.98232254555343,-0.0012287242663789,liabilities_yoy,-0.1157986467090425,-1.0620562937030356,False,下偏,負債年增率,Maintain Credit Line / Annual Review,低 (Low),"財務指標穩健,維持現行授信額度,按年度例行覆審。 主要驅動因子:Altman Z' = 2.01(灰色地帶)。",reports/2308_2023_credit_review.md,https://github.com/JoeyTaipei/Credit_review_analytics/blob/main/reports/2308_2023_credit_review.md
2308,台達電,electronics_components,電子零組件,manufacturing,製造業,2023,False,311.68,220.62,91.06,31.69,26.13,0.906,369.37,172.49,196.89,147.08,89.62,50.45,64.01,42.3,135.86,418.27,48.24,34.9,51.8,2.2,0.673,-0.0499878078517433,-0.0657847693957811,-0.1157986467090425,-0.1975505010338794,0.0838359856262833,-0.0070160710255585,0.959183680706322,-0.7167594989747988,-0.5460789332520011,1.6411515286766347,21.4,2.0111816663252458,0.4669843246609091,低風險,34.977924944812365,0.1369425082542843,0.0697562668517579,False,False,False,False,False,0,0.0,12.8,low,approve,台達電 綜合風險評級 LOW（評分 13），觸發 0 項異常規則，建議行動：approve。,1.1691586699397456,0.2921586242299794,0.1016747946611909,74.96037602669405,69.98232254555343,-0.0012287242663789,ocf_change,0.0916496945010183,-0.308801950645774,False,下偏,營運現金流變動,Maintain Credit Line / Annual Review,低 (Low),"財務指標穩健,維持現行授信額度,按年度例行覆審。 主要驅動因子:Altman Z' = 2.01(灰色地帶)。",reports/2308_2023_credit_review.md,https://github.com/JoeyTaipei/Credit_review_analytics/blob/main/reports/2308_2023_credit_review.md
